Mombo_ShotID,Club,Time,Golfer,Shot,Video,Ball_mph,Club_mph,Smash_Factor,Carry_yds,Total_yds,Roll_yds,Swing_H,Spin_rpm,Height_ft,Time_s,AOA,Spin_Loft,Swing_V,Spin_Axis,Lateral_yds,Shot_Type,FTP,FTT,Dynamic_Loft,Club_Path,Launch_H,Launch_V,Low_Point_ftin,DescentV,Curve_Dist_yds,Lateral_Impact_in,Vertical_Impact_in,Mode,Location,Unnamed_35,Unnamed_36,Unnamed_37,Unnamed_38,Unnamed_39,Unnamed_40,Comment,User1,User2,Exclude
00114,7 Iron,20241110  2:56:00 PM,Alex,4,,82.5,72.7,1.14,93.9,103.8,9.9,1 L,5738,27.4,3.4,7.7,30.1,64.9,1.3 R,5.4 R,Straight,0.7 R,3.4 R,22.4,2.7 R,3.2 R,14.6,6.8,26.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00115,7 Iron,20241110  2:56:00 PM,Alex,5,,97.8,76,1.29,122.4,132.1,9.6,1.6 L,5889,34.6,4,8.3,27,64.5,9.5 L,5.6 L,Draw,4.5 L,2.1 L,18.4,2.4 R,1 L,12,7.2,28,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00116,7 Iron,20241110  2:56:00 PM,Alex,6,,91.7,74.8,1.23,97.5,116.3,18.8,2.7 L,4567,17.8,3,10.1,26.6,64.7,16.3 L,9.5 L,Pull/Draw,7.5 L,5.4 L,15.4,2.1 R,3.6 L,9.4,8.6,17.9,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00117,7 Iron,20241110  2:56:00 PM,Alex,7,,100.3,73.2,1.37,130.4,139.4,9,12.7 L,5627,40.7,4.3,9.9,33.3,63.5,16.4 R,4.6 R,Fade,9.4 R,1.7 R,22.1,7.8 L,0.9 L,13.2,7.4,30.4,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00118,7 Iron,20241110  2:56:00 PM,Alex,8,,88.8,66.7,1.33,96.9,113.5,16.6,10.3 L,4594,20.4,3.1,9.9,28.5,64.5,14 R,2.3 R,Fade,6.9 R,1.3 R,17.8,5.6 L,0.4 L,10.9,8.1,20.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00119,7 Iron,20241110  2:56:00 PM,Alex,9,,93.2,67.6,1.38,97.7,122.1,24.4,8.4 L,3035,16.8,2.8,10.1,25.5,62.6,0.1 R,5.2 L,Straight,0.1 R,3.1 L,15.4,3.1 L,3.1 L,9.5,9,16.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00120,7 Iron,20241110  2:56:00 PM,Alex,10,,105.9,76.4,1.39,116,138.5,22.6,15.3 L,4848,16.3,3.1,12,25.2,63.9,21.2 R,1.4 R,Fade,9.1 R,0.2 L,11.5,9.3 L,2.3 L,6.2,9.1,15.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00121,7 Iron,20241110  2:56:00 PM,Alex,11,,93.9,87.7,1.07,102.5,118.9,16.3,9.7 L,5411,18.9,3.2,13.4,27.6,71.6,4.4 L,13.8 L,Pull,2.1 L,7.1 L,14.1,5 L,7.1 L,8.6,8.2,18.8,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00122,7 Iron,20241110  2:56:00 PM,Alex,12,,92,86.8,1.06,101.6,116.6,15,12 L,5417,20.4,3.2,10.9,24.4,76.4,1.4 R,15.4 L,Pull,0.6 R,8.8 L,13.5,9.4 L,8.9 L,9.6,7.6,20.1,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00123,7 Iron,20241110  2:56:00 PM,Alex,13,,109.1,83.4,1.31,148.2,154.7,6.5,17.5 L,6387,52.2,4.9,12,37.6,63.3,19.1 R,3.4 R,Fade,12.3 R,0.9 R,23.6,11.4 L,2.8 L,12.9,9.6,34.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00124,7 Iron,20241110  2:56:00 PM,Alex,14,,116.3,86.7,1.34,161.1,166.4,5.3,11.9 L,6698,57.5,5.2,9.2,27.3,64.2,5.7 R,11.3 L,Pull/Fade,2.7 R,4.7 L,17.9,7.4 L,5.3 L,11.4,8,36.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00125,7 Iron,20241110  2:56:00 PM,Alex,15,,121.6,86.8,1.4,173.2,176.8,3.6,14 L,5863,58.9,5.3,11.7,31.6,63.9,12 R,2 L,Fade,6.6 R,1.6 L,19.2,8.2 L,3.4 L,10.9,9.6,35.3,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00126,7 Iron,20241110  2:56:00 PM,Alex,16,,122.8,87.5,1.4,177.6,181.3,3.7,10.3 L,5598,62.7,5.5,10.2,29.4,64.4,9.9 R,2 R,Fade,5.1 R,0.3 L,18.8,5.4 L,1.6 L,11.4,8.4,36.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00127,7 Iron,20241110  2:56:00 PM,Alex,17,,104,84.7,1.23,134.6,144.5,9.9,11.3 L,5558,36.8,4.2,9.5,26.8,64.3,3 R,11.8 L,Pull,1.4 R,5.3 L,17.3,6.7 L,5.6 L,10.9,8.5,28,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00128,7 Iron,20241110  2:56:00 PM,Alex,18,,112.3,87.4,1.28,150.3,159.9,9.6,5 L,5713,41.1,4.6,10.3,26.3,64.9,6.2 L,9.2 L,Draw,2.8 L,3 L,15.9,0.1 L,2.3 L,9.7,8.7,29.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00129,7 Iron,20241110  2:56:00 PM,Alex,19,,101.8,85.1,1.2,129.3,139.2,9.9,13.7 L,5926,35.6,4.1,10.3,29.8,63.7,14.1 R,1.4 L,Fade,7.3 R,1.3 L,18.7,8.6 L,3.2 L,11.2,8.5,27.9,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00130,7 Iron,20241110  2:56:00 PM,Alex,20,,103.2,80.3,1.29,130,140.3,10.3,17.7 L,6155,34.1,4.1,12,33.7,62.5,21.6 R,3.6 R,Fade,12.4 R,1.1 R,19.4,11.3 L,2.4 L,10.6,9.4,27,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00131,7 Iron,20241110  2:56:00 PM,Alex,21,,92.8,87.3,1.06,108.8,120.7,11.9,9.7 L,5765,26.9,3.6,11.5,32.5,70.1,18.5 L,30.5 L,Pull/Draw,10.3 L,15.8 L,19.4,5.4 L,13.5 L,11.5,8.9,24.3,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00132,7 Iron,20241110  2:56:00 PM,Alex,22,,114.3,84.4,1.36,159.4,163,3.6,8.5 L,5836,54.2,5.1,9.5,28.4,65.3,4.1 L,17.9 L,Pull/Draw,2.1 L,6.1 L,18.9,4.1 L,5.6 L,11.8,7.9,34.4,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00133,7 Iron,20241110  2:56:00 PM,Alex,23,,118.8,90,1.32,164.9,173.3,8.5,9 L,5728,48.5,5,11.9,30.4,68.8,9.8 L,29.4 L,Pull/Draw,5.2 L,9.5 L,18.1,4.3 L,8.2 L,9.7,8.7,31.6,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00134,7 Iron,20241110  2:56:00 PM,Alex,24,,116.9,84.7,1.38,158.5,168.1,9.6,11.8 L,5692,41.8,4.7,12,27.7,64.5,6.7 R,5.9 L,Fade,3.2 R,2.7 L,15.6,5.9 L,3.5 L,8.8,9.5,29,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00135,7 Iron,20241110  2:56:00 PM,Alex,25,,103.4,81.6,1.27,125.2,139.2,14,10.6 L,5491,26.3,3.7,10.2,25,64.5,12.7 L,26.1 L,Pull/Draw,5.5 L,11.2 L,14.2,5.7 L,10 L,8.7,8.4,22.3,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00136,7 Iron,20241110  2:56:00 PM,Alex,26,,109.9,81.3,1.35,147.7,156.2,8.5,5 L,5812,44,4.6,10.8,29.1,65.1,2.3 R,3.6 R,Straight,1.2 R,1.2 R,18.2,0.1 R,0.9 R,10.9,8.8,30.9,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00137,7 Iron,20241110  2:56:00 PM,Alex,27,,114,82.6,1.38,143.2,162.6,19.4,10.3 L,3974,25.7,3.8,11.5,24.3,61.6,2.6 R,6.8 L,Straight,1.1 R,2.9 L,12.8,4 L,3.1 L,7.4,9.7,19.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00138,7 Iron,20241110  2:56:00 PM,Alex,28,,114.9,85.8,1.34,159,163.3,4.2,11 L,5903,51.4,5,12,33.6,64.3,15.9 R,13.7 R,Fade,9.2 R,4.1 R,20.3,5.1 L,1.5 R,11.3,9.6,33.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00139,7 Iron,20241110  2:56:00 PM,Alex,29,,112.8,86.1,1.31,155.7,158.6,2.9,8.6 L,6475,56.7,5.1,11,35.8,63.9,20.5 R,27.8 R,Push/Fade,12.6 R,9.4 R,22.6,3.2 L,5.7 R,12.8,9.1,35.9,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00140,7 Iron,20241110  2:56:00 PM,Alex,30,,110.4,85.5,1.29,151.4,157.1,5.7,4.5 L,6393,54.9,5,8.4,28.2,65.6,5 L,9.3 L,Draw,2.5 L,3.1 L,19.7,0.6 L,2.5 L,12.7,7,35.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00141,7 Iron,20241110  2:56:00 PM,Alex,31,,117.5,87.8,1.34,168.7,170.1,1.4,10.3 L,6337,79.7,5.8,8.6,34.8,64.2,12.1 R,6.1 R,Fade,7.3 R,1.2 R,25.4,6.1 L,0.9 L,15.7,6.8,42.4,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00142,7 Iron,20241110  2:56:00 PM,Alex,32,,111.7,90.6,1.23,156.7,158.8,2.1,13.1 L,6269,65.7,5.3,10.3,37.7,64.4,17.2 R,9.7 R,Fade,11.2 R,3 R,25.8,8.1 L,0.3 L,15,8.7,39,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00143,7 Iron,20241110  2:56:00 PM,Alex,33,,112.7,89.2,1.26,157.9,158.8,0.9,14.2 L,7082,80.7,5.7,10,42.2,64.1,17.7 R,10.4 R,Fade,12.9 R,3.6 R,30.3,9.3 L,0.6 L,17.4,8,43.9,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00144,7 Iron,20241110  2:56:00 PM,Alex,34,,121.9,88.9,1.37,177.2,179.9,2.7,9.2 L,5777,70.6,5.7,9.6,30.9,64.2,7.6 R,0.9 R,Fade,4.1 R,0.4 L,21,4.5 L,1.5 L,12.9,8.4,38.9,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00145,7 Iron,20241110  2:56:00 PM,Alex,35,,118.8,88.1,1.35,170.8,172.6,1.8,11.7 L,6198,74.1,5.7,10.5,35.4,64.6,10.4 R,1.3 R,Fade,6.4 R,0.2 L,24.3,6.6 L,2.1 L,14.2,8.8,40.6,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00146,7 Iron,20241110  2:56:00 PM,Alex,36,,115.7,87.7,1.32,164.4,165.5,1.2,13.7 L,6760,82.4,5.8,9.3,40.1,64.3,19 R,12.9 R,Fade,13.1 R,3.8 R,28.7,9.2 L,0.2 L,16.8,7.7,43.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00147,7 Iron,20241110  2:56:00 PM,Alex,37,,116.5,83.5,1.4,163.9,167.8,3.8,8.2 L,5711,55.4,5.2,9.8,28.4,64.9,2.1 L,13.8 L,Pull,1 L,4.6 L,18.6,3.6 L,4.4 L,11.5,8.3,34.5,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00148,7 Iron,20241110  2:56:00 PM,Alex,38,,123.8,88.5,1.4,182.5,184.2,1.8,5.3 L,5872,85.4,6.1,8.9,32.7,61.4,1.3 R,1.6 R,Straight,0.7 R,0.4 R,23.8,0.4 L,0.2 R,14.8,7.6,42.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00149,7 Iron,20241110  2:56:00 PM,Alex,39,,95.6,90.1,1.06,120.3,129,8.7,4.8 L,5849,36.7,4.1,8.8,29.5,65.6,0.4 L,2.2 L,Straight,0.2 L,1.1 L,20.7,0.8 L,1 L,13.2,6.9,29.5,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00150,7 Iron,20241110  2:56:00 PM,Alex,40,,119.6,88.4,1.35,172,175.6,3.6,7.9 L,5605,62.9,5.4,9.6,30.4,63.7,12.1 R,13 R,Fade,6.4 R,3.3 R,20.1,3.1 L,1.6 R,12.3,7.6,36.6,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00151,7 Iron,20241110  2:56:00 PM,Alex,41,,113.6,88.1,1.29,158.4,159.8,1.4,4.7 L,6787,66,5.4,9.6,33,64.7,10 R,17.7 R,Push/Fade,5.7 R,5.6 R,22.9,0.1 L,4.1 R,13.9,8.4,39.4,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00152,7 Iron,20241110  2:56:00 PM,Alex,42,,105.8,89.8,1.18,137.5,147.4,10,3.4 L,5733,37.6,4.3,8.1,24.5,65.6,10.9 L,12.6 L,Draw,4.6 L,4.3 L,16,0.3 R,3.3 L,10.7,6.7,28.3,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00153,7 Iron,20241110  2:56:00 PM,Alex,43,,122.5,87.7,1.4,177.4,180.6,3.2,3 L,5711,65.7,5.6,9.9,29.6,61.9,8.1 L,8.1 L,Draw,4.2 L,1.8 L,19.4,2.3 R,0.8 L,11.9,8.4,37.3,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00154,7 Iron,20241110  2:56:00 PM,Alex,44,,129.3,88,1.47,190.6,198.4,7.8,1 L,4428,56.5,5.3,8.7,26.4,63.4,19.9 L,25.2 L,Draw,9 L,5.6 L,16.1,3.4 R,3.4 L,10.3,7.2,31.9,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00155,7 Iron,20241110  2:56:00 PM,Alex,45,,126.7,89,1.42,184.9,188.5,3.6,4.2 L,5580,64.7,5.6,9.9,27.5,63.6,5.6 L,8.1 L,Draw,2.7 L,1.9 L,17.4,0.8 R,1.2 L,10.8,8.6,36.5,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00156,7 Iron,20241110  2:56:00 PM,Alex,46,,123.4,87.2,1.41,177.5,181.7,4.2,4.3 L,5495,58.4,5.4,10.3,27.8,65.4,6.1 L,9.7 L,Draw,3 L,2.5 L,17.3,0.4 R,1.8 L,10.5,8.7,34.6,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00157,7 Iron,20241110  2:56:00 PM,Alex,47,,89.6,89.6,1,107.9,117.9,10,4.6 L,5534,31.5,3.7,8.4,29.8,65.3,2.3 L,3.6 L,Straight,1.2 L,1.9 L,21.4,0.7 L,1.6 L,13.7,6.6,27.6,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00158,7 Iron,20241110  2:56:00 PM,Alex,48,,119.6,87,1.37,170.5,175.7,5.2,10.5 L,5227,54.7,5.2,10.2,29,64.4,10.3 R,1.5 R,Fade,5.2 R,0.4 L,18.3,5.6 L,1.7 L,11.1,8.2,33.4,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00159,7 Iron,20241110  2:56:00 PM,Alex,49,,110.6,89.2,1.24,156.1,158.9,2.8,4.1 L,5753,64.1,5.3,8.1,31.7,63.7,4.4 L,7.5 L,Draw,2.5 L,2.5 L,23.5,0 L,1.8 L,15,7.1,38.3,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00160,7 Iron,20241110  2:56:00 PM,Alex,50,,102,86.8,1.18,126.5,138.9,12.4,3.9 L,5467,30.3,3.9,9.8,27.4,65.1,16.4 L,17.4 L,Pull/Draw,7.8 L,7.1 L,16.5,0.7 R,5.2 L,10.1,8.3,24.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00161,7 Iron,20241110  2:56:00 PM,Alex,51,,120.9,87.3,1.39,177.6,179.2,1.6,2.6 L,5907,91.6,6.2,8.5,36.4,61.2,8.2 R,24.1 R,Push/Fade,5.2 R,7.3 R,27.5,2.1 R,5.7 R,16.9,7.5,44.5,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00162,7 Iron,20241110  2:56:00 PM,Alex,52,,109.6,89.2,1.23,149.8,151.6,1.8,0.6 L,6723,57.5,5.1,6.4,26.3,64.9,10.3 L,9.1 L,Draw,4.7 L,2.3 L,19.5,2.4 R,1.2 L,13.5,5.6,37,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00163,7 Iron,20241110  2:56:00 PM,Alex,53,,96.3,93.6,1.03,118.1,129.1,11,2.9 L,5478,30.8,3.8,8.6,26.6,65.4,4.9 L,3 L,Straight,2.3 L,1.2 L,17.8,1 R,0.7 L,11.6,6.8,26,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00164,7 Iron,20241110  2:56:00 PM,Alex,54,,62.9,52.1,1.21,26.9,52,25.1,10.7 L,2658,2.4,0.9,9.7,20.2,62,14.7 R,0.3 L,Fade,5.1 R,0.4 L,9.9,5.5 L,1.4 L,6.2,8.3,7.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00165,7 Iron,20241110  2:56:00 PM,Alex,55,,105.2,87.6,1.2,138.8,145.8,7,11.3 L,6451,44.8,4.6,8.6,34.2,70.3,8.6 L,32.7 L,Pull/Draw,5.1 L,13.3 L,25.2,8.2 L,11.9 L,12.1,6.6,32.3,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00166,7 Iron,20241110  2:56:00 PM,Alex,56,,113.5,85.1,1.33,159.2,161.2,2,16.1 L,6482,65.7,5.4,8.9,34.3,62.2,19.4 R,3.5 R,Fade,11.4 R,0 L,23.6,11.4 L,3.3 L,14.3,7.4,38.9,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00167,7 Iron,20241110  2:56:00 PM,Alex,57,,94,87.2,1.08,116.5,125.4,9,16 L,5965,34.8,4,9.5,31.1,63.3,8.3 R,13.3 L,Pull/Fade,4.5 R,6.8 L,21.3,11.2 L,7.9 L,13.1,8.2,28.8,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00168,7 Iron,20241110  2:56:00 PM,Alex,58,,101.2,87.1,1.16,133.4,140.4,7.1,18.5 L,6216,46.9,4.5,8.6,34.3,64.2,21.4 R,2.6 L,Pull/Fade,12.6 R,1.7 L,23.4,14.3 L,5.3 L,14.3,7.1,33.5,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00169,7 Iron,20241110  2:56:00 PM,Alex,59,,111.8,89.2,1.25,157.2,160.4,3.2,13.7 L,5791,60.9,5.2,8.7,31.9,64.1,12.7 R,4.2 L,Pull/Fade,7 R,2.4 L,22.5,9.4 L,4.3 L,14.1,7.4,37,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00170,7 Iron,20241110  2:56:00 PM,Alex,60,,118.2,85.8,1.38,168,170.8,2.8,14.2 L,6031,62.8,5.4,10.3,31.1,64.2,7.7 R,12.6 L,Pull/Fade,4.2 R,5 L,20.5,9.1 L,6.1 L,12.3,9.2,37.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00171,7 Iron,20241110  2:56:00 PM,Alex,61,,103.7,86.8,1.19,133.1,140.7,7.6,16.5 L,6854,39.6,4.4,10.3,29.7,63.2,13.9 R,7.3 L,Pull/Fade,7.2 R,4 L,18.6,11.2 L,5.9 L,11.2,8.5,30.4,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00172,7 Iron,20241110  2:56:00 PM,Alex,62,,109.6,83.9,1.31,151.5,153.5,2,16.7 L,6480,61.2,5.2,10.3,36.6,62.9,16 R,1.9 L,Pull/Fade,10.1 R,1.3 L,24.9,11.4 L,4.3 L,14.5,8.6,38,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00173,7 Iron,20241110  2:56:00 PM,Alex,63,,118.4,85.8,1.38,149,167.1,18.1,16.1 L,4733,25,3.9,10.8,21.6,61.9,13.3 R,10.5 L,Pull/Fade,5 R,5.3 L,10.2,10.3 L,6.3 L,6,8.9,19.6,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00174,7 Iron,20241110  2:56:00 PM,Alex,64,,97.9,78.7,1.24,126,134.2,8.1,14.4 L,5970,41.3,4.3,10.4,36.3,63,18.7 R,5.6 R,Fade,11.6 R,2.5 R,24.1,9.1 L,0.9 L,13.9,8.7,31.3,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00175,7 Iron,20241110  2:56:00 PM,Alex,65,,117.5,88.7,1.32,168.5,171.2,2.8,11.6 L,5920,68.4,5.5,10,34.6,63.7,15.6 R,10.8 R,Fade,9.3 R,2.7 R,23.4,6.6 L,0.1 R,13.9,8.3,38.8,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00176,7 Iron,20241110  2:56:00 PM,Alex,66,,100.6,84.9,1.19,136.6,137.8,1.2,12.3 L,6619,66.8,5.2,7.2,37.7,64,8.3 R,7.5 L,Pull/Fade,5.4 R,3.3 L,30,8.7 L,4.9 L,18.8,6.2,41.5,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00177,7 Iron,20241110  2:56:00 PM,Alex,67,,106.4,82.8,1.29,146.5,147.5,1,14.5 L,6895,71.6,5.4,8.2,37.4,59.5,9.9 R,7.3 L,Pull/Fade,6.4 R,3.2 L,28.6,9.7 L,5.1 L,17.6,6.9,42.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00178,7 Iron,20241110  2:56:00 PM,Alex,68,,102.8,80.2,1.28,141.9,144,2.1,10.8 L,5857,63.8,5.1,7.2,35,61.2,6.4 R,6.9 L,Pull/Fade,3.9 R,3 L,27.6,6.9 L,4.1 L,17.6,6.3,39.5,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00179,7 Iron,20241110  2:56:00 PM,Alex,69,,101,82.8,1.22,135.1,137.2,2.1,16.7 L,6677,56.5,4.8,9.5,41.5,62.6,23.3 R,10.2 R,Fade,16.5 R,4.7 R,28.8,11.8 L,0.5 L,16.6,7.7,37.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00180,7 Iron,20241110  2:56:00 PM,Alex,70,,93.7,86.9,1.08,122.8,124.7,1.9,11.5 L,6295,53,4.6,6.6,35.1,64.2,7.2 R,8.1 L,Pull/Fade,4.4 R,3.9 L,28.2,8.3 L,5.1 L,18.2,5.6,37.6,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00181,8 Iron,20241110  2:56:00 PM,Alex,1,,111.2,87.1,1.28,153.6,153.8,0.2,7 L,7254,105.2,6.3,7.9,46.2,63.4,6.8 R,6.5 R,Fade,5.5 R,2.5 R,38.1,3 L,0.7 R,22.8,6.5,49.8,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00182,8 Iron,20241110  2:56:00 PM,Alex,2,,110.3,86.8,1.27,151.6,152.3,0.7,10.8 L,7480,70.4,5.5,10.7,37.5,61.3,1.7 R,9.6 L,Pull,1.1 R,3.7 L,26.8,4.8 L,4 L,15.5,9.1,41.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00183,8 Iron,20241110  2:56:00 PM,Alex,3,,109.6,86.5,1.27,149.2,149.9,0.7,11.7 L,7698,66.2,5.3,9.5,34,61.9,4.9 R,8.8 L,Pull/Fade,2.9 R,3.7 L,24.4,6.6 L,4.5 L,14.8,7.7,40.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00184,8 Iron,20241110  2:56:00 PM,Alex,4,,111.9,85.5,1.31,155.3,156.4,1.1,9.7 L,6962,67.9,5.4,10.3,35.1,62.6,1.5 R,9.1 L,Pull,0.9 R,3.5 L,24.8,4.4 L,3.7 L,14.7,8.2,40.3,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00185,8 Iron,20241110  2:56:00 PM,Alex,5,,109,85.9,1.27,151.3,152.4,1.1,12.7 L,6761,69.9,5.4,9.2,36.2,63.3,5.7 R,10.9 L,Pull/Fade,3.6 R,4.4 L,26.8,8 L,5.5 L,16.2,7.1,41.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00186,8 Iron,20241110  2:56:00 PM,Alex,6,,111,84.3,1.32,150.5,156.2,5.7,15.8 L,6779,52.1,5,12,33.5,63.8,9.9 R,9 L,Pull/Fade,5.8 R,4 L,21,9.8 L,5.6 L,11.8,9.6,34.8,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00187,8 Iron,20241110  2:56:00 PM,Alex,7,,108.9,84.4,1.29,149.7,150.6,1,13.5 L,7173,67.6,5.4,10.8,38,64.3,5.6 R,11.4 L,Pull/Fade,3.7 R,4.5 L,27,8.3 L,5.7 L,15.6,9.2,40.8,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00188,8 Iron,20241110  2:56:00 PM,Alex,8,,117.7,85.4,1.38,168.6,170.7,2.1,5.1 L,6046,69.2,5.6,11.2,34.9,65,3.9 L,7.1 L,Draw,2.4 L,2.2 L,23.6,0.2 R,1.5 L,13.6,9.2,39.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00189,8 Iron,20241110  2:56:00 PM,Alex,9,,111.7,85.4,1.31,156.1,157.2,1.1,5.6 L,6762,71.1,5.5,10.1,36.2,65.4,1.4 L,5.2 L,Straight,0.9 L,1.8 L,26.2,1 L,1.6 L,15.5,7.2,41.2,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00190,8 Iron,20241110  2:56:00 PM,Alex,10,,108.7,85.8,1.27,147.9,151.6,3.7,17.4 L,6089,50.8,4.8,12,37.1,63.5,17.7 R,0.6 R,Fade,11.3 R,0 L,23.4,11.3 L,3.4 L,12.8,9.4,33.9,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00191,8 Iron,20241110  2:56:00 PM,Alex,11,,109.3,87.1,1.25,151.5,152.2,0.7,15.9 L,7225,85.4,5.8,9.7,45.4,63.9,16.3 R,3.8 R,Fade,12.8 R,1.7 R,34.1,11.1 L,2.5 L,19.6,7.8,45.7,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00192,8 Iron,20241110  2:56:00 PM,Alex,12,,113.1,85.7,1.32,144.8,158.5,13.7,10.2 L,5307,29.9,4.1,12,25.2,62.9,3.6 L,14.8 L,Pull,1.6 L,5.6 L,13.1,4 L,5.2 L,7.4,10,23.3,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00193,8 Iron,20241110  2:56:00 PM,Alex,13,,94.8,84.1,1.13,117,124.8,7.7,6.1 L,6938,36.4,4,10,34.9,64.7,21.5 L,29.1 L,Pull/Draw,12.8 L,14.2 L,22.6,1.4 L,10.5 L,13.2,8.6,30,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00194,8 Iron,20241110  2:56:00 PM,Alex,14,,109.4,86,1.27,151.4,152.3,1,8.2 L,6978,70.5,5.4,9.4,36.1,64.8,3.4 L,15.9 L,Pull,2.1 L,5.9 L,26.6,3.7 L,5.2 L,16.1,7.7,41.5,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00195,8 Iron,20241110  2:56:00 PM,Alex,15,,115.8,82.6,1.4,165.2,169,3.8,2 L,5588,62.8,5.3,9.4,33.9,65.2,19.3 L,28.4 L,Pull/Draw,11.2 L,8.8 L,22.7,2.4 R,5.7 L,13.6,7.6,36.8,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00196,8 Iron,20241110  2:56:00 PM,Alex,16,,119,85.7,1.39,169.5,170.5,1,7.2 L,6820,79.5,5.9,11.6,37.5,64.2,1.2 L,6.8 L,Straight,0.8 L,2.3 L,26,1.5 L,2 L,14.7,9.8,42.6,,,,Indoor ,2211 Glenmount,,,,,,,,,,
