Mombo_ShotID,Club,Time,Golfer,Shot,Video,Ball_mph,Club_mph,Smash_Factor,Carry_yds,Total_yds,Roll_yds,Swing_H,Spin_rpm,Height_ft,Time_s,AOA,Spin_Loft,Swing_V,Spin_Axis,Lateral_yds,Shot_Type,FTP,FTT,Dynamic_Loft,Club_Path,Launch_H,Launch_V,Low_Point_ftin,DescentV,Curve_Dist_yds,Lateral_Impact_in,Vertical_Impact_in,Mode,Location,Unnamed_35,Unnamed_36,Unnamed_37,Unnamed_38,Unnamed_39,Unnamed_40,Comment,User1,User2,Exclude
01646,8 Iron,20250410 08:10:00 PM,Dave,4,,95.7,71,1.35,130.9,146.4,15.5,0.3 L,4480,55.6,4.7,3.2,29.9,63.2,0.9 L,2 R,Straight,0.5 L,0.9 R,26.7,1.4 R,1 R,18.9,3?,36.7,0.4,0.22,0.16,Indoor ,2211 Glenmount,,,,,,,,,,
01647,8 Iron,20250410 08:10:00 PM,Dave,5,,98.2,75.6,1.3,134,145.9,11.9,3.9 L,5310,58.3,4.9,4.8,31.8,63.3,7.2 R,6.5 R,Fade,4 R,2.5 R,26.8,1.5 L,1.4 R,18.2,4.3?,38,3.2,0.46,0.5,Indoor ,2211 Glenmount,,,,,,,,,,
01648,8 Iron,20250410 08:10:00 PM,Dave,6,,100.2,74.8,1.34,138.9,151.2,12.3,3.1 L,5114,61.2,5,4.8,31.5,64.7,3.4 R,2.8 R,Straight,1.9 R,1 R,26.7,0.9 L,0.5 R,18.2,4.2?,38.4,1.6,0.3,0.39,Indoor ,2211 Glenmount,,,,,,,,,,
01649,8 Iron,20250410 08:10:00 PM,Dave,7,,106.5,76.8,1.39,145.8,169,23.2,5.6 L,4979,47.8,4.7,6.2,25,60.3,1 R,3.8 L,Straight,0.4 R,1.6 L,18.8,2 L,1.7 L,13.2,5.7?,32.1,0.5,0.46,0.39,Indoor ,2211 Glenmount,,,,,,,,,,
01650,Pitching Wedge,20250410 08:10:00 PM,Dave,1,,89.9,72.8,1.23,116.9,128.9,12,4.2 L,6465,57.9,4.7,6,39.3,67.5,5.1 R,3.4 R,Fade,3.5 R,1.8 R,33.2,1.7 L,0.7 R,21.1,4.8?,40.5,2,0.1,0.29,Indoor ,2211 Glenmount,,,,,,,,,,
01651,Pitching Wedge,20250410 08:10:00 PM,Dave,2,,78.1,71.1,1.1,89.4,102.6,13.3,6.5 L,7589,33.5,3.6,7.2,36.4,65.1,10.5 R,4.9 R,Fade,6.6 R,3.5 R,28.7,3.1 L,1.6 R,18.1,6.1?,32.5,2.5,0.42,0.8,Indoor ,2211 Glenmount,,,,,,,,,,
01652,Pitching Wedge,20250410 08:10:00 PM,Dave,3,,83.2,74.6,1.12,106.1,118.9,12.9,6.8 L,4830,48.7,4.2,6.4,41.8,65.6,4.6 R,1.5 L,Straight,3.4 R,0.5 L,35.3,3.9 L,1.6 L,22,4.9?,37.3,1.3,0.22,0.09,Indoor ,2211 Glenmount,,,,,,,,,,
01653,Pitching Wedge,20250410 08:10:00 PM,Dave,4,,89.6,74.7,1.2,115.7,126,10.3,6.6 L,6961,59,4.7,5.3,38.6,65.7,5 R,1.7 L,Fade,3.4 R,0.8 L,33.1,4.2 L,1.8 L,21.4,4.4?,41.3,1.9,0.36,0.16,Indoor ,2211 Glenmount,,,,,,,,,,
01654,Pitching Wedge,20250410 08:10:00 PM,Dave,5,,70.8,71.7,0.99,80,96.1,16.1,4 L,5662,34.3,3.5,4.7,41.6,66.4,17.5 R,12.4 R,Push/Fade,12.6 R,10.6 R,35.2,2 L,6.6 R,22.5,3.6?,34.4,3.1,0.61,0.01,Indoor ,2211 Glenmount,,,,,,,,,,
01655,Pitching Wedge,20250410 08:10:00 PM,Dave,6,,69,74.6,0.93,65.1,86,21,7 L,8739,18.4,2.6,5.7,45.2,67.2,45 R,25.1 R,Push/Slice,32.5 R,27.9 R,26.8,4.6 L,17.1 R,16,4.8?,24.5,6.2,1.38,0.1,Indoor ,2211 Glenmount,,,,,,,,,,
01656,Pitching Wedge,20250410 08:10:00 PM,Dave,7,,87.7,74.5,1.18,112,124.2,12.2,8.4 L,6632,52.5,4.5,6.3,38.5,66.5,4.3 R,5.6 L,Pull,2.9 R,2.8 L,32.1,5.7 L,3.6 L,20.4,4.9?,39,1.5,0.35,0.02,Indoor ,2211 Glenmount,,,,,,,,,,
01657,Pitching Wedge,20250410 08:10:00 PM,Dave,8,,81.4,72.8,1.12,98.3,110.4,12.1,8 L,7226,42.7,4,5.8,38,67.8,12.9 R,4.1 R,Fade,8.5 R,2.9 R,31.3,5.7 L,0.3 R,20.1,4.6?,36.5,3.6,0.7,0.54,Indoor ,2211 Glenmount,,,,,,,,,,
01658,Pitching Wedge,20250410 08:10:00 PM,Dave,9,,88.8,79.6,1.12,111.6,120.5,8.9,7.8 L,8036,52.7,4.5,7.1,38.9,67.5,6.7 R,0.9 L,Fade,4.5 R,0.4 L,31.5,4.9 L,1.8 L,19.7,5.9?,39.7,2.5,0.58,0.68,Indoor ,2211 Glenmount,,,,,,,,,,
01659,Pitching Wedge,20250410 08:10:00 PM,Dave,10,,82.8,73.1,1.13,101.5,108.2,6.7,7.3 L,8404,54.4,4.5,4.7,40.7,63.5,6.4 R,1.2 L,Fade,4.5 R,0.5 L,35.9,5 L,1.9 L,23.1,4.3?,42.2,2.1,0.21,0.62,Indoor ,2211 Glenmount,,,,,,,,,,
01660,Pitching Wedge,20250410 08:10:00 PM,Dave,11,,86.6,73.5,1.18,109.9,119.9,10,6.9 L,7115,56,4.6,7.4,43.6,68.2,4.9 R,0.9 L,Fade,3.7 R,0.2 L,36.1,3.9 L,1.4 L,21.9,5.4?,41,1.7,0.13,0.25,Indoor ,2211 Glenmount,,,,,,,,,,
01661,Pitching Wedge,20250410 08:10:00 PM,Dave,12,,83.9,74.9,1.12,102.8,112,9.3,9.6 L,7962,47.9,4.3,6.3,39.1,67.3,9 R,2 L,Fade,6.1 R,0.8 L,32.4,6.9 L,2.7 L,20.5,5.2?,38.7,2.9,0.49,0.62,Indoor ,2211 Glenmount,,,,,,,,,,
01662,Pitching Wedge,20250410 08:10:00 PM,Dave,13,,86.5,76,1.14,108,117,9,11.4 L,7904,52.5,4.5,7.1,41.7,65.9,11.6 R,0.7 L,Fade,8.4 R,0.2 R,33.9,8.2 L,2.5 L,20.8,5.7?,40.1,4.1,0.3,0.27,Indoor ,2211 Glenmount,,,,,,,,,,
01663,Pitching Wedge,20250410 08:10:00 PM,Dave,14,,91.9,76.4,1.2,118.3,128.3,10,10.5 L,7514,56.4,4.7,7.1,38.9,66.4,8.9 R,2.9 L,Fade,6 R,1.3 L,31.3,7.4 L,3.2 L,19.5,5.8?,40.2,3.6,0.06,0.15,Indoor ,2211 Glenmount,,,,,,,,,,
01664,Pitching Wedge,20250410 08:10:00 PM,Dave,15,,84.9,73.2,1.16,105.8,118.5,12.7,8.1 L,6725,47,4.3,6.2,37.5,67.6,4.2 R,5.3 L,Pull,2.7 R,2.8 L,31.2,5.5 L,3.6 L,20,5.2?,37.4,1.3,0.24,0.03,Indoor ,2211 Glenmount,,,,,,,,,,
01665,Pitching Wedge,20250410 08:10:00 PM,Dave,16,,86.4,74.2,1.16,109.1,119.6,10.5,10.1 L,7134,53.5,4.5,6.5,41,67,8.4 R,3.2 L,Fade,6 R,1.3 L,34.1,7.4 L,3.2 L,21.2,5.2?,40.1,2.9,0.33,0.39,Indoor ,2211 Glenmount,,,,,,,,,,
01666,7 Iron,20250413 11:57:00 AM,Dave,1,,75.3,71.9,1.05,51.5,93.2,41.7,8.1 L,6880,6.2,1.7,1.5,14.5,61.2,44.8 R,4.7 R,Slice,10.2 R,2.9 R,8.8,7.3 L,1.6 R,7.4,1.1?,10.8,3.3,0.68,0.04,Indoor ,2211 Glenmount,,,,,,,,,,
01667,7 Iron,20250413 11:57:00 AM,Dave,2,,78.1,68.8,1.14,91.9,126.1,34.2,6 L,2277,30.9,3.3,3.6,31.1,65,1 L,7.9 L,Pull,0.6 L,4.9 L,27.5,4.4 L,4.8 L,19.2,2.9?,27.9,0.2,0.84,0.2,Indoor ,2211 Glenmount,,,,,,,,,,
01668,7 Iron,20250413 11:57:00 AM,Dave,3,,81.1,65.1,1.25,94.2,131.5,37.3,10.6 L,2258,28.2,3.2,5,30.3,62.8,8.1 L,19.6 L,Pull/Draw,4.3 L,12.4 L,25.1,8 L,11.2 L,17.2,3.6?,25.5,1.3,0.02,0.35,Indoor ,2211 Glenmount,,,,,,,,,,
01669,7 Iron,20250413 11:57:00 AM,Dave,4,,80,70.8,1.13,71,104.3,33.4,10.4 L,7333,12.7,2.4,6,31.7,59.3,45 R,18.8 R,Push/Slice,23.2 R,16.4 R,15.9,6.8 L,10.1 R,10,5?,16.5,6.5,1.23,0.15,Indoor ,2211 Glenmount,,,,,,,,,,
01670,7 Iron,20250413 11:57:00 AM,Dave,5,,81.2,67.8,1.2,101.5,120.8,19.3,12.4 L,4682,44,4,5.9,41.2,61.3,13.7 R,0.8 L,Fade,9.8 R,0.7 R,34.2,9.1 L,2.4 L,21.5,4.9?,35.6,3.5,0.53,0.24,Indoor ,2211 Glenmount,,,,,,,,,,
01671,7 Iron,20250413 11:57:00 AM,Dave,6,,97.2,76.8,1.27,134.1,147.8,13.7,10.6 L,4718,60.3,4.9,6,36.3,62.2,7.1 R,7.1 L,Pull/Fade,4.5 R,3 L,30.1,7.5 L,4.3 L,19.5,4.7?,38.4,3,0.13,0.08,Indoor ,2211 Glenmount,,,,,,,,,,
01672,7 Iron,20250413 11:57:00 AM,Dave,7,,91.6,71.5,1.28,124.3,140,15.7,10.4 L,4186,56.4,4.6,5.1,37.5,60.1,6.9 R,7 L,Pull/Fade,4.5 R,3 L,32.1,7.4 L,4.3 L,20.9,3.9?,37.7,2.4,0.03,0.2,Indoor ,2211 Glenmount,,,,,,,,,,
01673,7 Iron,20250413 11:57:00 AM,Dave,8,,79.8,71,1.12,94,109,15.1,7.6 L,6682,36.1,3.8,4,30.6,65.2,4 R,5.8 L,Pull,2.2 R,3.6 L,26.5,5.7 L,4.1 L,18.5,3.2?,33.1,1,0.43,0.25,Indoor ,2211 Glenmount,,,,,,,,,,
01674,7 Iron,20250413 11:57:00 AM,Dave,9,,68.4,70.3,0.97,61.9,89.7,28,9 L,7108,15.9,2.4,5.6,46.4,60.2,45 R,23.9 R,Push/Slice,35.6 R,29.9 R,25.3,5.8 L,18 R,15,4.5?,22,5.2,0.21,0.25,Indoor ,2211 Glenmount,,,,,,,,,,
01675,7 Iron,20250413 11:57:00 AM,Dave,10,,84.4,64.6,1.31,108.2,127,19.4,9 L,3874,44.3,4.1,4.5,35.9,62.8,9.9 R,1.7 L,Fade,6.2 R,0.5 L,30.9,6.7 L,2.3 L,20.6,3.5?,34.2,2.6,0.06,0.08,Indoor ,2211 Glenmount,,,,,,,,,,
01676,7 Iron,20250413 11:57:00 AM,Dave,11,,89.4,74,1.21,116.9,135.5,18.6,9.8 L,5056,50.3,4.4,6.5,39.6,64.3,16.2 R,7.5 R,Fade,11.1 R,4.4 R,31.7,6.7 L,1 R,19.8,4.6?,36.5,5.5,0.27,0.1,Indoor ,2211 Glenmount,,,,,,,,,,
01677,7 Iron,20250413 11:57:00 AM,Dave,12,,81.2,68.8,1.18,100.5,115.1,14.7,10.1 L,5981,46.9,4.2,6.5,44.5,59.5,17.2 R,9.4 R,Fade,13.2 R,7 R,36.2,6.2 L,2.6 R,22.1,5?,37.9,4.8,0.75,0.51,Indoor ,2211 Glenmount,,,,,,,,,,
01678,7 Iron,20250413 11:57:00 AM,Dave,13,,81.9,74,1.11,95.8,115.1,19.3,5.4 L,6023,32,3.6,3.2,25.3,65.3,2 L,8.2 L,Pull,0.9 L,4.8 L,22.1,3.9 L,4.6 L,16.3,2.3?,29.8,0.5,0.29,0.35,Indoor ,2211 Glenmount,,,,,,,,,,
01679,7 Iron,20250413 11:57:00 AM,Dave,14,,98.1,75.2,1.3,135.7,146.1,10.5,8.6 L,5271,68,5.1,5.5,37.8,57.5,7.4 R,0.7 L,Fade,4.9 R,0.3 L,32,5.1 L,1.7 L,20.7,4.6?,41.3,3.4,0.39,0.5,Indoor ,2211 Glenmount,,,,,,,,,,
01680,7 Iron,20250413 11:57:00 AM,Dave,15,,87.8,70.3,1.25,110.6,132.7,22.1,6.9 L,4883,39.8,4,5.7,31.4,58.9,5.8 R,0.5 L,Straight,3.2 R,0.3 L,25.6,3.5 L,1.1 L,17.2,4.8?,31.9,1.7,0.48,0.7,Indoor ,2211 Glenmount,,,,,,,,,,
01681,7 Iron,20250413 11:57:00 AM,Dave,16,,97.3,76.2,1.28,131.5,140.5,9,10.7 L,6036,62.8,5,8.1,41.3,58.3,12.4 R,6.5 R,Fade,8.9 R,3.2 R,32.3,5.7 L,0.4 R,19.5,6.4?,40.3,5.7,0.42,0.49,Indoor ,2211 Glenmount,,,,,,,,,,
01682,7 Iron,20250413 11:57:00 AM,Dave,17,,86.4,69.2,1.25,113.4,134.2,20.8,0.7 L,3397,46.7,4.2,1.9,30.8,64.4,2.7 R,3.1 R,Straight,1.4 R,1.6 R,28.8,0.2 R,1.3 R,20.7,1.8?,34.3,0.7,0.87,0.22,Indoor ,2211 Glenmount,,,,,,,,,,
01683,7 Iron,20250413 11:57:00 AM,Dave,18,,92.6,74.5,1.24,124.4,134.9,10.5,7.8 L,5333,61.1,4.8,6,40.6,60,11.9 R,7.7 R,Fade,8.4 R,4.1 R,33.8,4.4 L,1.4 R,21.3,5.1?,40.2,4.7,0.43,0.24,Indoor ,2211 Glenmount,,,,,,,,,,
01684,7 Iron,20250413 11:57:00 AM,Dave,19,,80.6,69.4,1.16,95.8,111.3,15.5,7.6 L,6457,36.9,3.8,3.9,30.8,65.3,7.9 R,2.5 L,Fade,4.2 R,1.6 L,26.6,5.8 L,2.7 L,18.5,2.8?,33.2,2,0.21,0.19,Indoor ,2211 Glenmount,,,,,,,,,,
01685,7 Iron,20250413 11:57:00 AM,Dave,20,,92,78.3,1.18,120.4,126.2,5.9,9.7 L,6989,65.8,4.9,7.1,46.5,59.9,18.7 R,17.2 R,Push/Fade,15 R,9.5 R,37.2,5.5 L,4.5 R,22.5,5.4?,43.2,7.9,0.75,0.38,Indoor ,2211 Glenmount,,,,,,,,,,
01686,7 Iron,20250413 11:57:00 AM,Dave,21,,87.5,72.4,1.21,113.4,140.6,27.2,6.9 L,2870,41.2,3.9,4.1,31.8,64.9,5.3 R,4.3 L,Straight,3 R,2 L,27.6,5 L,2.8 L,19,2.9?,31,1.3,0.26,0.17,Indoor ,2211 Glenmount,,,,,,,,,,
01687,7 Iron,20250413 11:57:00 AM,Dave,22,,103.9,83.7,1.24,147.6,161.9,14.3,7.7 L,4616,64.3,5.1,6.7,34.5,61.8,1.2 R,8.9 L,Pull,0.7 R,3.4 L,27.8,4.1 L,3.6 L,18,5.5?,38.3,0.6,0.35,0.16,Indoor ,2211 Glenmount,,,,,,,,,,
01688,7 Iron,20250413 11:57:00 AM,Dave,23,,87.2,75,1.16,112.3,135.2,22.9,7.3 L,4259,44.3,4.1,4.6,34,64.1,12.6 R,4.2 R,Fade,7.4 R,2.4 R,28.7,5.1 L,0.3 R,19.3,3.5?,33.7,3.7,0.51,0.04,Indoor ,2211 Glenmount,,,,,,,,,,
01689,7 Iron,20250413 11:57:00 AM,Dave,24,,107.9,83.5,1.29,152.4,159.9,7.4,10.1 L,6117,82.1,5.7,6.8,38.4,59.1,9.3 R,1 R,Fade,6.2 R,0.2 R,31.2,6 L,1.7 L,19.6,5.5?,44.3,5.7,0.27,0.47,Indoor ,2211 Glenmount,,,,,,,,,,
01690,7 Iron,20250413 11:57:00 AM,Dave,25,,108.4,84.4,1.28,154.2,162,7.8,7.9 L,5886,85.1,5.8,4.8,35.2,60.1,6.5 R,2.2 L,Fade,4 R,1.1 L,30.3,5.1 L,2.3 L,20.1,4?,44.8,4,0.32,0.28,Indoor ,2211 Glenmount,,,,,,,,,,
01691,7 Iron,20250413 11:57:00 AM,Dave,26,,82.6,76.9,1.07,98.9,116.1,17.2,6.7 L,6162,36,3.8,3.6,27.8,65.8,1.7 R,7.2 L,Pull,0.8 R,4.2 L,24.2,5.1 L,4.4 L,17.4,2.9?,32.1,0.5,0.56,0.56,Indoor ,2211 Glenmount,,,,,,,,,,
01692,7 Iron,20250413 11:57:00 AM,Dave,27,,92.2,79.9,1.15,124.9,146.3,21.4,7.6 L,3418,50.1,4.4,4.3,32.9,60.3,3.6 R,6.8 L,Pull,2.1 R,3.1 L,28.6,5.1 L,3.6 L,19.5,5.8?,34.3,1.2,0.17,0.14,Indoor ,2211 Glenmount,,,,,,,,,,
01693,7 Iron,20250413 11:57:00 AM,Dave,28,,89.9,81,1.11,116.1,152,36.9,7.6 L,1861,37.9,3.8,4.9,31.2,62.2,0.4 L,10.6 L,Pull,0.2 L,5.2 L,26.4,5 L,5.2 L,18,4.3?,28,0.1,0.13,0.24,Indoor ,2211 Glenmount,,,,,,,,,,
01694,7 Iron,20250413 11:57:00 AM,Dave,29,,100.3,79.6,1.26,137.6,151.6,14,7.7 L,5126,56.3,4.8,6.6,34.2,58,13.8 R,11.7 R,Fade,8.2 R,4.6 R,26.6,3.5 L,2.3 R,17.2,5.4?,36.6,6.3,1.1,0.48,Indoor ,2211 Glenmount,,,,,,,,,,
01695,7 Iron,20250413 11:57:00 AM,Dave,30,,83.4,70.4,1.18,101.7,127.3,25.6,10.1 L,4224,35.3,3.7,6,33.8,63.3,11.4 R,1.2 L,Fade,6.7 R,0.3 L,27.2,7 L,2.2 L,17.8,4.2?,30.2,2.7,0.58,0.05,Indoor ,2211 Glenmount,,,,,,,,,,
01696,7 Iron,20250413 11:57:00 AM,Dave,31,,90.1,71.1,1.27,62.6,109.1,46.5,8.1 L,6249,4.4,1.7,6.9,13.5,58.7,27.2 R,4.3 R,Fade,6.2 R,2.3 R,5.1,3.9 L,1.6 R,3.6,5.9?,6.9,2.6,1.38,0.32,Indoor ,2211 Glenmount,,,,,,,,,,
01697,7 Iron,20250413 11:57:00 AM,Dave,32,,91.2,76.6,1.19,112.1,148.2,36.1,7.4 L,3035,30.9,3.6,6,27.2,64.5,4 L,12.7 L,Pull,1.9 L,6.4 L,21.1,4.6 L,6 L,14.6,4.6?,25,0.9,0.26,0.16,Indoor ,2211 Glenmount,,,,,,,,,,
01698,7 Iron,20250413 11:57:00 AM,Dave,33,,100,77.5,1.29,141.3,154,12.7,0.6 L,4603,69.3,5.2,2.9,32.5,59.1,5.6 R,11 R,Fade,3.2 R,4.3 R,29.5,1.1 R,3.4 R,20.6,2.6?,40.7,2.6,0.68,0.22,Indoor ,2211 Glenmount,,,,,,,,,,
01699,7 Iron,20250413 11:57:00 AM,Dave,34,,99.4,77.7,1.28,138.4,152.4,14,6.2 L,4686,60.8,4.9,7.1,36.7,60.3,0.5 L,6.1 L,Straight,0.3 L,2.5 L,29.6,2.2 L,2.4 L,18.7,5.9?,38.1,0.2,0.78,0.13,Indoor ,2211 Glenmount,,,,,,,,,,
01700,7 Iron,20250413 11:57:00 AM,Dave,35,,92.3,73.4,1.26,122,128.9,7,9.2 L,6507,64.9,4.9,6.2,43.9,58.3,16.9 R,13.9 R,Fade,12.8 R,7.4 R,36,5.3 L,3.2 R,22.1,5?,42.5,7.1,0.06,0.51,Indoor ,2211 Glenmount,,,,,,,,,,
01701,7 Iron,20250413 11:57:00 AM,Dave,36,,94.5,81,1.17,127.7,152.1,24.4,6 L,3304,46.6,4.3,6.5,33.9,62.2,3.2 L,10 L,Pull,1.9 L,4.5 L,27.4,2.6 L,4 L,17.8,5.2?,32.1,1,0.51,0.2,Indoor ,2211 Glenmount,,,,,,,,,,
01702,7 Iron,20250413 11:57:00 AM,Dave,37,,94.8,79.5,1.19,131.7,154.7,23,4.5 L,3047,53.6,4.5,3.7,32.3,63.5,1.4 L,8 L,Straight,0.8 L,3.4 L,28.6,2.7 L,3.2 L,19.8,3.4?,34.7,0.5,0.51,0.22,Indoor ,2211 Glenmount,,,,,,,,,,
01703,7 Iron,20250413 11:57:00 AM,Dave,38,,90.8,74.9,1.21,122.3,142,20.3,10.7 L,3609,50.9,4.4,6.2,38.1,61.8,7 R,6.5 L,Pull/Fade,4.7 R,2.7 L,31.6,7.3 L,4.1 L,20.1,4.6?,35.1,2.2,0.35,0.2,Indoor ,2211 Glenmount,,,,,,,,,,
01704,7 Iron,20250413 11:57:00 AM,Dave,39,,91.9,76.3,1.2,124.6,144,19.3,9.3 L,3665,52,4.5,5.5,36.4,61.6,7 R,4.8 L,Fade,4.4 R,1.9 L,30.6,6.4 L,3.2 L,20,4.3?,35.4,2.3,0.46,0.11,Indoor ,2211 Glenmount,,,,,,,,,,
01705,7 Iron,20250413 11:57:00 AM,Dave,40,,95.7,80.7,1.19,127.7,141,13.3,12.1 L,6290,60.4,4.9,5.8,36.1,62,9.7 R,6.2 L,Pull/Fade,6.1 R,2.9 L,29.8,9 L,4.7 L,19.4,4.5?,40,4.3,0.19,0.08,Indoor ,2211 Glenmount,,,,,,,,,,
01706,7 Iron,20250414 08:34:00 PM,Dave,1,,41.8,35.4,1.18,32.8,45.9,13,3.5 L,4502,16,2.1,9.2,64.1,60.9,27.7 L,11.6 L,Pull/Draw,30.5 L,28.8 L,49,1.7 R,18.7 L,29.7,11.4?,34.9,0.9,,,Indoor ,2211 Glenmount,,,,,,,,,,
01707,7 Iron,20250414 08:34:00 PM,Dave,2,,81.2,72.1,1.13,98.1,123.4,26,8.8 L,3995,35,3.6,5,33.7,63.3,12.4 R,1 R,Fade,7.3 R,1 R,27.9,6.3 L,1 L,18.7,3.9?,30.4,2.7,0.59,0.06,Indoor ,2211 Glenmount,,,,,,,,,,
01708,7 Iron,20250414 08:34:00 PM,Dave,3,,96.3,74,1.3,130.4,142.9,12.6,8.5 L,5293,57,4.8,5.9,36.4,62.4,16.3 R,10.9 R,Fade,10.2 R,4.8 R,29.1,5.4 L,1.8 R,18.8,4.6?,37.8,6.9,0.11,0.06,Indoor ,2211 Glenmount,,,,,,,,,,
01709,7 Iron,20250414 08:34:00 PM,Dave,4,,77.6,75.6,1.03,78.3,124.5,45.2,5.3 L,1904,18.6,2.6,4.7,25.8,65.5,12.4 L,11.4 L,Pull/Draw,5.5 L,8.7 L,20.4,3.2 L,7.4 L,14.6,4.1?,20.1,1.3,1.13,0.44,Indoor ,2211 Glenmount,,,,,,,,,,
01710,7 Iron,20250414 08:34:00 PM,Dave,5,,94.9,75.3,1.26,128.1,144.2,16.1,4.7 L,4599,52.3,4.6,4.1,31.1,62.6,10 R,6.8 R,Fade,5.4 R,2.8 R,26.5,2.6 L,1.4 R,18.4,3.4?,35.6,3.8,0.62,0.04,Indoor ,2211 Glenmount,,,,,,,,,,
01711,7 Iron,20250414 08:34:00 PM,Dave,6,,93.3,81.8,1.14,120.5,146.3,25.9,8.3 L,4323,40,4.1,6.4,30.7,64.1,11.1 R,1.8 R,Fade,5.9 R,0.7 R,23.7,5.2 L,0.8 L,15.8,4.5?,30.3,3.6,0.55,0.04,Indoor ,2211 Glenmount,,,,,,,,,,
01712,7 Iron,20250414 08:34:00 PM,Dave,7,,86.3,72,1.2,111.1,129.3,18.3,0 R,4235,44.8,4.1,2.9,31.8,66.1,13.1 R,16.4 R,Push/Fade,7.2 R,8.5 R,28.2,1.3 R,6.6 R,19.8,2.4?,34.2,3.8,0.42,0.15,Indoor ,2211 Glenmount,,,,,,,,,,
01713,7 Iron,20250414 08:34:00 PM,Dave,8,,96.9,81.6,1.19,105.8,146.5,40.6,2.6 L,4691,18,3.1,4.5,14.8,57.4,8.3 R,5.8 R,Fade,2.1 R,2.4 R,10.1,0.3 R,2.1 R,8.2,4.1?,17.4,2,0.8,0.38,Indoor ,2211 Glenmount,,,,,,,,,,
01714,7 Iron,20250414 08:34:00 PM,Dave,9,,98.4,70.5,1.4,125.3,162.3,37,4.1 R,3330,33.1,3.8,4.4,22.4,57.2,9.8 L,5.4 R,Push/Draw,3.8 L,3.2 R,17.7,7 R,3.9 R,13.1,4.3?,25,2.9,0.65,0.13,Indoor ,2211 Glenmount,,,,,,,,,,
01715,7 Iron,20250414 08:34:00 PM,Dave,10,,69.5,60.5,1.15,54.7,105.5,50.8,,1760,10,1.9,,,,0,8.3 R,Push,,,,,9.1 R,12.1,,15.2,0,,,Indoor ,2211 Glenmount,,,,,,,,,,
01716,7 Iron,20250414 08:34:00 PM,Dave,11,,101.3,77.3,1.31,142,157.1,15.1,3.4 L,4571,60.2,5,4.3,30.3,60.6,5.3 R,5.1 R,Fade,2.8 R,1.8 R,25.9,1 L,1.1 R,18,3.6?,37.3,2.4,0.53,0.19,Indoor ,2211 Glenmount,,,,,,,,,,
01717,7 Iron,20250414 08:34:00 PM,Dave,12,,92.8,78.6,1.18,104.5,136.6,32.2,4.9 L,5600,22.5,3.3,5.9,21.5,56,20.8 R,14.7 R,Push/Fade,7.6 R,6.7 R,14.2,1 L,5.2 R,10.2,5.2?,21.4,5.5,0.83,0.62,Indoor ,2211 Glenmount,,,,,,,,,,
01718,7 Iron,20250414 08:34:00 PM,Dave,13,,106.2,80.3,1.32,151.5,162.2,10.6,5.2 L,5223,73.9,5.4,4.5,32.5,58.9,6.5 R,4.2 R,Fade,3.7 R,1.2 R,27.8,2.4 L,0.2 R,18.9,4?,41.5,3.6,0.11,0.17,Indoor ,2211 Glenmount,,,,,,,,,,
01719,7 Iron,20250414 08:34:00 PM,Dave,14,,90.8,74.2,1.22,120.5,131.5,11,5.4 L,5327,56.6,4.7,5.5,38.4,58.9,9.8 R,8.9 R,Fade,6.6 R,4.5 R,32.3,2.1 L,2.5 R,20.8,5.1?,39,3.7,0.69,0.02,Indoor ,2211 Glenmount,,,,,,,,,,
01720,7 Iron,20250414 08:34:00 PM,Dave,15,,83.5,73.9,1.13,99.5,132.3,32.8,4.8 L,3187,30.4,3.4,3.3,26.4,66,7.4 R,0.2 R,Straight,3.4 R,0.1 R,22.8,3.3 L,0.7 L,16.6,2.6?,26.6,1.5,0.88,0.13,Indoor ,2211 Glenmount,,,,,,,,,,
01721,7 Iron,20250414 08:34:00 PM,Dave,16,,95.1,76.3,1.25,128.3,137,8.7,9.5 L,5929,65.8,5,6.3,42,61.7,15.7 R,10.6 R,Fade,11.5 R,5.3 R,34.3,6.1 L,1.6 R,21.3,4.9?,41.7,6.9,0.06,0.22,Indoor ,2211 Glenmount,,,,,,,,,,
01722,7 Iron,20250414 08:34:00 PM,Dave,17,,93.7,81.1,1.16,125.1,143.2,18.1,6.9 L,5210,53.4,4.6,3.8,31.8,65.3,13.5 R,5.8 R,Fade,7.4 R,2.3 R,27.2,5.2 L,0.3 R,18.8,3.1?,36.9,5.2,0.09,0.05,Indoor ,2211 Glenmount,,,,,,,,,,
01723,7 Iron,20250414 08:34:00 PM,Dave,18,,105.5,78.5,1.34,150,163.4,13.4,1.9 L,4858,65.7,5.2,4.5,30,60.5,6.4 R,11.4 R,Fade,3.3 R,4 R,25.3,0.6 R,3.1 R,17.6,4?,38.7,3.3,0.34,0.19,Indoor ,2211 Glenmount,,,,,,,,,,
01724,Pitching Wedge,20250415 06:10:00 PM,Dave,1,,90.9,74.8,1.21,119.8,126.6,6.8,5.2 L,6272,64.9,4.9,5.6,41.6,67.3,3.5 R,1 L,Straight,2.5 R,0.4 L,35.9,2.9 L,1.2 L,22.7,4.6?,42.7,1.4,0.11,0.31,Indoor ,2211 Glenmount,,,,,,,,,,
